artist_name	nb_artworks	artist_url
Egon Schiele	122	https://artsandculture.google.com/entity/egon-schiele/m0df65?categoryId=artist
Georgia O'Keeffe	117	https://artsandculture.google.com/entity/georgia-o-keeffe/m01t807?categoryId=artist
Hokusai	934	https://artsandculture.google.com/entity/hokusai/m0bwf4?categoryId=artist
Joaquín Sorolla	73	https://artsandculture.google.com/entity/joaqu%C3%ADn-sorolla/m062stq?categoryId=artist
Jean-Baptiste-Camille Corot	293	https://artsandculture.google.com/entity/jean-baptiste-camille-corot/m01dn3v?categoryId=artist
Lucas Cranach the Elder	451	https://artsandculture.google.com/entity/lucas-cranach-the-elder/m0kqp0?categoryId=artist
Mary Cassatt	168	https://artsandculture.google.com/entity/mary-cassatt/m0533_?categoryId=artist
François Boucher	483	https://artsandculture.google.com/entity/fran%C3%A7ois-boucher/m0c424?categoryId=artist
Hans Holbein the Younger	187	https://artsandculture.google.com/entity/hans-holbein-the-younger/m0cy9m?categoryId=artist
Caspar David Friedrich	56	https://artsandculture.google.com/entity/caspar-david-friedrich/m01q3f?categoryId=artist
Zhao Mengfu	11	https://artsandculture.google.com/entity/zhao-mengfu/m0306z2?categoryId=artist
John Constable	360	https://artsandculture.google.com/entity/john-constable/m0sy76?categoryId=artist
Nicholas Roerich	38	https://artsandculture.google.com/entity/nicholas-roerich/m01fpf6?categoryId=artist
Dante Gabriel Rossetti	57	https://artsandculture.google.com/entity/dante-gabriel-rossetti/m03xpqgs?categoryId=artist
Wassily Kandinsky	892	https://artsandculture.google.com/entity/wassily-kandinsky/m0856z?categoryId=artist
Giovanni Battista Tiepolo	384	https://artsandculture.google.com/entity/giovanni-battista-tiepolo/m01fr20?categoryId=artist
Ernst Ludwig Kirchner	123	https://artsandculture.google.com/entity/ernst-ludwig-kirchner/m049kqx?categoryId=artist
Honoré Daumier	2410	https://artsandculture.google.com/entity/honor%C3%A9-daumier/m01xq3c?categoryId=artist
Alfred Sisley	71	https://artsandculture.google.com/entity/alfred-sisley/m01qpyr?categoryId=artist
Johannes Vermeer	45	https://artsandculture.google.com/entity/johannes-vermeer/m0bw2x?categoryId=artist
Odilon Redon	424	https://artsandculture.google.com/entity/odilon-redon/m015ymr?categoryId=artist
William Hogarth	770	https://artsandculture.google.com/entity/william-hogarth/m0p_rx?categoryId=artist
James Abbott McNeill Whistler	2840	https://artsandculture.google.com/entity/james-abbott-mcneill-whistler/m0jt1_?categoryId=artist
Canaletto	133	https://artsandculture.google.com/entity/canaletto/m01fbwn?categoryId=artist
Georges Seurat	83	https://artsandculture.google.com/entity/georges-seurat/m0gshm?categoryId=artist
Guido Reni	196	https://artsandculture.google.com/entity/guido-reni/m02vr8c?categoryId=artist
Paul Signac	64	https://artsandculture.google.com/entity/paul-signac/m0160zv?categoryId=artist
Pieter Bruegel the Elder	286	https://artsandculture.google.com/entity/pieter-bruegel-the-elder/m0h6nl?categoryId=artist
Bartolomé Esteban Murillo	83	https://artsandculture.google.com/entity/bartolom%C3%A9-esteban-murillo/m017vg0?categoryId=artist
Jean-Honoré Fragonard	333	https://artsandculture.google.com/entity/jean-honor%C3%A9-fragonard/m02vt1l?categoryId=artist
Jean-François Millet	224	https://artsandculture.google.com/entity/jean-fran%C3%A7ois-millet/m0452w?categoryId=artist
Francisco de Zurbarán	73	https://artsandculture.google.com/entity/francisco-de-zurbar%C3%A1n/m02_6nk?categoryId=artist
Thomas Gainsborough	185	https://artsandculture.google.com/entity/thomas-gainsborough/m07ncv?categoryId=artist
René Lalique	368	https://artsandculture.google.com/entity/ren%C3%A9-lalique/m0hwm2?categoryId=artist
Giovanni Bellini	60	https://artsandculture.google.com/entity/giovanni-bellini/m01fcmx?categoryId=artist
Jacques-Louis David	83	https://artsandculture.google.com/entity/jacques-louis-david/m02hlw?categoryId=artist
Berthe Morisot	58	https://artsandculture.google.com/entity/berthe-morisot/m01cct?categoryId=artist
Bertel Thorvaldsen	122	https://artsandculture.google.com/entity/bertel-thorvaldsen/m0h9x_?categoryId=artist
Sol LeWitt	54	https://artsandculture.google.com/entity/sol-lewitt/m03v9b1?categoryId=artist
Victor Vasarely	30	https://artsandculture.google.com/entity/victor-vasarely/m01t5yr?categoryId=artist
Jean Auguste Dominique Ingres	149	https://artsandculture.google.com/entity/jean-auguste-dominique-ingres/m0cwk2?categoryId=artist
Ogata Kōrin	30	https://artsandculture.google.com/entity/ogata-k%C5%8Drin/m02vftv?categoryId=artist
Eugène Boudin	146	https://artsandculture.google.com/entity/eug%C3%A8ne-boudin/m03fw00?categoryId=artist
Henry Fuseli	83	https://artsandculture.google.com/entity/henry-fuseli/m01djng?categoryId=artist
Jean-Antoine Watteau	107	https://artsandculture.google.com/entity/jean-antoine-watteau/m01k7k8?categoryId=artist
Henri Rousseau	23	https://artsandculture.google.com/entity/henri-rousseau/m02rdf6?categoryId=artist
Albert Bierstadt	94	https://artsandculture.google.com/entity/albert-bierstadt/m01q8l6?categoryId=artist
Gordon Parks	11600	https://artsandculture.google.com/entity/gordon-parks/m02t_dy?categoryId=artist
Luca Giordano	88	https://artsandculture.google.com/entity/luca-giordano/m01gb8w?categoryId=artist
Edward Lear	474	https://artsandculture.google.com/entity/edward-lear/m02tkv?categoryId=artist
Bronzino	58	https://artsandculture.google.com/entity/bronzino/m0550nt?categoryId=artist
Lucio Fontana	68	https://artsandculture.google.com/entity/lucio-fontana/m083svc?categoryId=artist
Gian Lorenzo Bernini	69	https://artsandculture.google.com/entity/gian-lorenzo-bernini/m039xt?categoryId=artist
L. S. Lowry	48	https://artsandculture.google.com/entity/l-s-lowry/m01djtd?categoryId=artist
John Everett Millais	79	https://artsandculture.google.com/entity/john-everett-millais/m0q0f4?categoryId=artist
Edward Hopper	27	https://artsandculture.google.com/entity/edward-hopper/m0hc3t?categoryId=artist
Giovanni Bellini	60	https://artsandculture.google.com/entity/giovanni-bellini/m01fcmx?categoryId=artist
Lovis Corinth	189	https://artsandculture.google.com/entity/lovis-corinth/m0346n_?categoryId=artist
Franz Marc	27	https://artsandculture.google.com/entity/franz-marc/m017fb3?categoryId=artist
Jusepe de Ribera	103	https://artsandculture.google.com/entity/jusepe-de-ribera/m03n9k4?categoryId=artist
Hubert Robert	187	https://artsandculture.google.com/entity/hubert-robert/m03kc8p?categoryId=artist
Hieronymus Bosch	10	https://artsandculture.google.com/entity/hieronymus-bosch/m0cdn_?categoryId=artist
Jean-Baptiste-Siméon Chardin	62	https://artsandculture.google.com/entity/jean-baptiste-sim%C3%A9on-chardin/m020bz?categoryId=artist
Julia Margaret Cameron	358	https://artsandculture.google.com/entity/julia-margaret-cameron/m0lrj_?categoryId=artist
Harunobu Suzuki	143	https://artsandculture.google.com/entity/harunobu-suzuki/m0307q6?categoryId=artist
Hubert Robert	187	https://artsandculture.google.com/entity/hubert-robert/m03kc8p?categoryId=artist
Santiago Rusiñol	117	https://artsandculture.google.com/entity/santiago-rusi%C3%B1ol/m05qsh1?categoryId=artist
Jacob van Ruisdael	117	https://artsandculture.google.com/entity/jacob-van-ruisdael/m03fzd6?categoryId=artist
Gustave Caillebotte	25	https://artsandculture.google.com/entity/gustave-caillebotte/m019m_t?categoryId=artist
Gerhard Richter	11	https://artsandculture.google.com/entity/gerhard-richter/m03dm5p?categoryId=artist
Ogata Kenzan	34	https://artsandculture.google.com/entity/ogata-kenzan/m01pzhk?categoryId=artist
Ilya Repin	11	https://artsandculture.google.com/entity/ilya-repin/m030djp?categoryId=artist
Gilbert Stuart	29	https://artsandculture.google.com/entity/gilbert-stuart/m01xwn8?categoryId=artist
Lorenzo Lotto	39	https://artsandculture.google.com/entity/lorenzo-lotto/m01wr8s?categoryId=artist
Emperor Huizong of Song	13	https://artsandculture.google.com/entity/emperor-huizong-of-song/m02wmh9?categoryId=artist
Sidney Nolan	200	https://artsandculture.google.com/entity/sidney-nolan/m021k1s?categoryId=artist
Wenceslaus Hollar	1650	https://artsandculture.google.com/entity/wenceslaus-hollar/m05ccb7?categoryId=artist
Michael Ancher	55	https://artsandculture.google.com/entity/michael-ancher/m02531t?categoryId=artist
Giovanni Domenico Tiepolo	443	https://artsandculture.google.com/entity/giovanni-domenico-tiepolo/m06grgz?categoryId=artist
George Romney	566	https://artsandculture.google.com/entity/george-romney/m0378t5?categoryId=artist
Marià Fortuny	95	https://artsandculture.google.com/entity/mari%C3%A0-fortuny/m075mg6?categoryId=artist
Qian Xuan	5	https://artsandculture.google.com/entity/qian-xuan/m08bjg5?categoryId=artist
William Morris	157	https://artsandculture.google.com/entity/william-morris/m08304?categoryId=artist
Giotto	6	https://artsandculture.google.com/entity/giotto/m0kp91?categoryId=artist
Anna Ancher	29	https://artsandculture.google.com/entity/anna-ancher/m025338?categoryId=artist
Marcantonio Raimondi	503	https://artsandculture.google.com/entity/marcantonio-raimondi/m04l4cv?categoryId=artist
Johan Christian Dahl	58	https://artsandculture.google.com/entity/johan-christian-dahl/m06p68x?categoryId=artist
Rogier van der Weyden	12	https://artsandculture.google.com/entity/rogier-van-der-weyden/m01bbhx?categoryId=artist
Giovanni Battista Piranesi	521	https://artsandculture.google.com/entity/giovanni-battista-piranesi/m015g76?categoryId=artist
Stanford White	32	https://artsandculture.google.com/entity/stanford-white/m01gwg3?categoryId=artist
August Macke	15	https://artsandculture.google.com/entity/august-macke/m02_dfv?categoryId=artist
Torii Kiyonaga	183	https://artsandculture.google.com/entity/torii-kiyonaga/m0b1gr8?categoryId=artist
Toyohara Chikanobu	290	https://artsandculture.google.com/entity/toyohara-chikanobu/m027y_d9?categoryId=artist
William-Adolphe Bouguereau	42	https://artsandculture.google.com/entity/william-adolphe-bouguereau/m023q21?categoryId=artist
Walker Evans	853	https://artsandculture.google.com/entity/walker-evans/m01gswr?categoryId=artist
Charles Willson Peale	105	https://artsandculture.google.com/entity/charles-willson-peale/m01xxvg?categoryId=artist
Jan Brueghel the Elder	53	https://artsandculture.google.com/entity/jan-brueghel-the-elder/m0h6pf?categoryId=artist
Arthur Streeton	40	https://artsandculture.google.com/entity/arthur-streeton/m040cvx?categoryId=artist
Toyohara Kunichika	193	https://artsandculture.google.com/entity/toyohara-kunichika/m0b1jnw?categoryId=artist
Keisai Eisen	138	https://artsandculture.google.com/entity/keisai-eisen/m026w222?categoryId=artist
Félicien Rops	378	https://artsandculture.google.com/entity/f%C3%A9licien-rops/m01ptjw?categoryId=artist
