,accuracy
Xu Bing,0.0
Marià Fortuny,0.0
Kobayashi Kiyochika,0.0
Qian Xuan,0.0
William Morris,0.0
Théophile Steinlen,3.3333333333333335
Giotto,3.3333333333333335
Anna Ancher,3.3333333333333335
Marcantonio Raimondi,0.0
Duchenne de Boulogne,0.0
Jean-Baptiste Oudry,13.333333333333334
Johan Christian Dahl,3.3333333333333335
Rogier van der Weyden,3.3333333333333335
Giovanni Battista Piranesi,0.0
Stanford White,0.0
August Macke,0.0
Torii Kiyonaga,0.0
Toyohara Chikanobu,6.666666666666667
William-Adolphe Bouguereau,3.3333333333333335
Walker Evans,6.666666666666667
Charles Willson Peale,3.3333333333333335
Jan Brueghel the Elder,10.0
Charles Le Brun,0.0
Arthur Streeton,0.0
Toyohara Kunichika,0.0
Keisai Eisen,0.0
Félicien Rops,3.3333333333333335
Alvar Aalto,3.3333333333333335
El Lissitzky,0.0
Abraham Bloemaert,3.3333333333333335
